,g,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,team_name
0,56.0,240.4,40.7,87.1,0.47,13.7,38.4,0.36,27.0,48.7,0.55,16.2,20.9,0.78,8.8,34.8,43.6,22.3,5.9,4.5,12.1,19.5,111.3,40.0,87.6,0.46,13.1,35.8,0.37,26.9,51.8,0.52,16.9,22.2,0.76,10.0,34.5,44.4,22.3,7.3,3.8,12.2,20.1,110.0,26.3,30.0,26.0,30.0,26.0,1.21,0.49,1.7,114.2,113.0,1.2,97.2,0.24,0.44,0.58,0.55,11.1,20.3,0.19,0.53,11.1,Dallas Mavericks
0,57.0,241.8,42.6,88.9,0.48,12.4,33.6,0.37,30.2,55.2,0.55,14.4,17.9,0.8,9.5,35.1,44.5,26.8,6.7,4.3,15.4,19.1,112.0,42.1,88.4,0.48,11.4,32.1,0.35,30.7,56.3,0.55,17.5,22.4,0.78,8.8,33.3,42.1,24.2,8.4,5.1,13.0,18.1,113.2,25.3,24.0,33.0,26.0,31.0,-1.18,-0.29,-1.47,111.5,112.7,-1.2,99.7,0.2,0.38,0.58,0.55,13.7,22.1,0.16,0.54,11.7,Chicago Bulls
0,56.0,242.2,41.7,90.4,0.46,10.4,29.1,0.36,31.3,61.3,0.51,16.9,21.6,0.78,9.3,34.9,44.2,24.6,7.1,5.2,11.5,17.9,110.6,41.7,89.6,0.47,12.3,33.0,0.37,29.4,56.6,0.52,15.4,20.3,0.76,10.1,37.4,47.5,24.4,6.2,5.2,13.4,18.5,111.1,26.3,28.0,28.0,27.0,29.0,-0.45,-0.49,-0.93,110.8,111.2,-0.4,98.9,0.24,0.32,0.55,0.52,10.3,19.9,0.19,0.53,12.0,San Antonio Spurs
0,56.0,242.2,43.3,92.3,0.47,11.2,31.1,0.36,32.1,61.2,0.52,16.0,20.6,0.78,11.2,35.1,46.3,27.2,9.5,4.4,13.3,18.6,113.8,41.1,87.9,0.47,12.9,35.6,0.36,28.2,52.4,0.54,17.1,21.9,0.78,9.4,35.1,44.4,25.7,7.6,5.4,15.5,18.1,112.2,24.4,29.0,27.0,31.0,25.0,1.63,0.38,2.0,112.3,110.7,1.6,100.4,0.22,0.34,0.56,0.53,11.6,24.2,0.17,0.54,13.7,Memphis Grizzlies
0,58.0,241.7,38.5,83.6,0.46,12.7,36.4,0.35,25.8,47.2,0.55,16.7,21.3,0.78,8.0,34.0,42.0,26.2,7.7,4.2,14.6,19.0,106.5,38.7,86.0,0.45,14.5,39.9,0.36,24.2,46.1,0.53,15.5,19.7,0.79,10.0,33.8,43.8,25.5,7.9,4.1,15.3,19.8,107.4,27.1,30.0,28.0,27.0,31.0,-0.9,0.04,-0.86,109.1,110.0,-0.9,96.9,0.26,0.43,0.57,0.54,13.6,19.2,0.2,0.53,13.9,Miami Heat
0,56.0,240.9,40.1,87.4,0.46,13.9,37.0,0.38,26.1,50.4,0.52,16.2,21.0,0.77,10.4,33.5,43.9,26.7,8.0,4.8,15.4,18.1,110.2,41.1,88.2,0.47,14.8,40.3,0.37,26.3,47.9,0.55,14.4,19.3,0.75,10.4,34.3,44.7,27.5,8.3,4.8,15.0,18.4,111.5,24.7,28.0,28.0,26.0,30.0,-1.23,0.06,-1.17,111.1,112.4,-1.3,98.8,0.24,0.42,0.57,0.54,13.8,23.2,0.18,0.55,13.4,Charlotte Hornets
0,57.0,242.2,43.3,87.5,0.49,14.1,36.2,0.39,29.2,51.4,0.57,18.0,22.4,0.8,9.0,35.2,44.2,26.8,6.8,5.2,13.9,19.1,118.8,42.0,90.8,0.46,13.0,35.6,0.37,29.0,55.2,0.53,17.1,22.1,0.77,10.1,32.2,42.3,24.5,7.9,4.7,12.8,18.8,114.2,28.1,38.0,19.0,36.0,21.0,4.63,-0.55,4.08,118.3,113.7,4.6,99.5,0.26,0.41,0.61,0.58,12.5,21.9,0.21,0.54,11.3,Brooklyn Nets
0,57.0,242.2,41.2,86.7,0.47,11.0,30.0,0.37,30.1,56.8,0.53,20.1,26.2,0.77,10.0,35.6,45.6,23.2,8.9,6.3,14.8,20.5,113.4,39.5,87.2,0.45,11.8,32.7,0.36,27.7,54.5,0.51,17.5,23.0,0.76,9.3,33.2,42.5,23.2,7.4,4.5,15.5,21.3,108.4,27.0,39.0,18.0,37.0,20.0,5.05,-0.05,5.0,112.2,107.2,5.0,100.1,0.3,0.34,0.58,0.54,13.1,23.2,0.23,0.52,13.7,Philadelphia 76ers
0,58.0,241.7,40.0,90.7,0.44,12.8,36.8,0.35,27.1,53.9,0.5,17.4,22.5,0.77,10.2,32.6,42.8,24.9,8.8,5.6,14.3,20.9,110.2,43.2,89.4,0.48,12.9,32.6,0.4,30.3,56.7,0.54,18.8,23.7,0.79,10.0,36.4,46.4,26.8,7.6,5.7,15.2,19.7,118.1,23.2,15.0,43.0,16.0,42.0,-7.9,0.43,-7.46,107.7,115.4,-7.7,101.6,0.25,0.41,0.55,0.51,12.5,21.8,0.19,0.56,13.3,Minnesota Timberwolves
0,57.0,240.9,44.4,91.8,0.48,14.6,37.4,0.39,29.8,54.4,0.55,15.8,20.8,0.76,10.4,37.9,48.3,25.4,8.2,4.5,14.0,16.9,119.3,42.2,92.9,0.45,14.6,39.1,0.38,27.5,53.9,0.51,14.2,17.9,0.79,9.6,33.8,43.5,25.2,7.1,5.0,13.2,18.1,113.2,28.0,35.0,22.0,39.0,18.0,6.09,-0.18,5.9,116.7,110.7,6.0,101.9,0.23,0.41,0.59,0.56,12.2,23.5,0.17,0.53,11.6,Milwaukee Bucks
0,57.0,240.4,42.8,88.8,0.48,11.9,33.0,0.36,30.9,55.8,0.55,16.9,22.9,0.74,9.6,32.1,41.6,25.4,7.1,4.9,13.2,19.7,114.3,44.0,89.9,0.49,12.5,32.3,0.39,31.5,57.6,0.55,18.1,22.7,0.8,10.5,34.6,45.1,25.2,7.6,4.4,13.2,19.5,118.6,25.7,23.0,34.0,21.0,36.0,-4.3,0.51,-3.79,114.0,118.3,-4.3,100.1,0.26,0.37,0.58,0.55,11.8,21.7,0.19,0.56,11.7,Sacramento Kings
0,57.0,241.8,40.5,87.1,0.47,12.7,33.9,0.38,27.8,53.3,0.52,19.8,24.4,0.81,10.6,34.5,45.2,24.2,6.9,4.8,13.4,19.5,113.5,41.1,89.0,0.46,11.9,34.4,0.35,29.2,54.6,0.53,17.3,21.4,0.81,10.2,32.7,42.9,24.3,7.5,5.1,12.5,20.0,111.4,25.2,31.0,26.0,32.0,25.0,2.05,0.05,2.1,115.6,113.5,2.1,97.4,0.28,0.39,0.58,0.54,12.0,24.6,0.23,0.53,11.2,Atlanta Hawks
0,58.0,240.4,39.0,88.2,0.44,13.4,39.8,0.34,25.6,48.4,0.53,16.5,22.2,0.74,9.2,33.2,42.4,23.1,7.6,5.2,14.6,19.5,107.9,41.9,88.7,0.47,13.2,34.9,0.38,28.6,53.8,0.53,17.9,23.0,0.78,10.2,37.6,47.7,25.1,8.4,5.3,14.9,19.6,114.9,27.1,15.0,43.0,17.0,41.0,-7.0,-0.44,-7.44,106.6,113.6,-7.0,101.0,0.25,0.45,0.55,0.52,13.0,19.7,0.19,0.55,13.1,Houston Rockets
0,58.0,241.3,38.8,87.3,0.44,12.5,35.9,0.35,26.3,51.3,0.51,15.3,20.9,0.73,9.3,36.1,45.4,22.3,6.9,4.5,15.9,18.2,105.3,43.0,91.8,0.47,13.2,36.9,0.36,29.7,54.8,0.54,15.1,19.8,0.77,10.2,36.9,47.2,25.3,8.8,5.0,12.9,18.3,114.3,23.1,20.0,38.0,14.0,44.0,-8.97,0.31,-8.65,104.2,113.1,-8.9,100.5,0.24,0.41,0.55,0.52,14.2,20.0,0.17,0.54,11.3,Oklahoma City Thunder
0,58.0,242.6,38.7,86.1,0.45,11.9,33.4,0.35,26.8,52.7,0.51,18.3,23.7,0.77,9.9,32.7,42.6,24.4,7.8,5.1,14.8,20.6,107.6,41.4,86.6,0.48,11.4,31.0,0.37,30.0,55.6,0.54,17.0,22.3,0.76,10.0,34.4,44.4,24.6,7.8,5.9,14.6,20.7,111.3,25.0,18.0,40.0,22.0,36.0,-3.71,0.16,-3.55,108.7,112.5,-3.8,97.9,0.28,0.39,0.56,0.52,13.3,22.4,0.21,0.54,13.2,Detroit Pistons
0,57.0,243.5,43.7,89.4,0.49,13.0,33.8,0.39,30.6,55.5,0.55,15.3,19.4,0.79,10.8,34.0,44.8,27.1,8.0,4.4,13.6,18.9,115.7,40.3,86.1,0.47,12.8,35.5,0.36,27.5,50.6,0.54,16.8,21.6,0.78,9.3,31.6,40.9,26.2,7.5,4.4,13.9,19.2,110.3,26.0,37.0,20.0,38.0,19.0,5.4,-0.27,5.13,117.9,112.4,5.5,96.8,0.22,0.38,0.59,0.56,12.2,25.5,0.17,0.54,12.7,Denver Nuggets
