,g,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,team_name
0,58.0,241.3,41.5,88.3,0.47,13.2,35.3,0.38,28.3,53.1,0.53,16.1,20.8,0.77,10.6,33.5,44.1,23.4,7.8,5.2,14.0,20.4,112.4,39.8,85.8,0.46,12.9,34.8,0.37,26.8,51.0,0.53,18.0,23.1,0.78,9.6,32.6,42.1,23.8,7.3,4.6,14.2,19.3,110.4,25.2,31.0,27.0,33.0,25.0,2.0,0.26,2.26,114.3,112.2,2.1,97.8,0.24,0.4,0.58,0.55,12.6,24.6,0.18,0.54,12.9,Boston Celtics
0,57.0,242.2,38.9,86.1,0.45,9.6,28.6,0.34,29.3,57.5,0.51,16.3,22.0,0.74,10.4,32.2,42.6,23.8,8.2,4.9,15.4,18.5,103.8,41.3,86.1,0.48,12.5,32.6,0.38,28.9,53.5,0.54,15.9,20.5,0.77,9.9,33.9,43.8,24.8,8.4,5.8,15.2,20.0,111.0,24.0,20.0,37.0,16.0,41.0,-7.25,0.4,-6.84,105.6,113.0,-7.4,97.4,0.26,0.33,0.54,0.51,13.8,23.5,0.19,0.55,13.8,Cleveland Cavaliers
0,58.0,241.3,39.1,86.6,0.45,11.2,29.4,0.38,28.0,57.2,0.49,16.7,21.5,0.77,10.3,35.4,45.7,21.1,7.2,5.0,13.3,20.8,106.1,37.7,85.6,0.44,11.8,35.4,0.33,25.9,50.1,0.52,17.2,22.6,0.76,9.5,34.3,43.8,23.1,6.7,5.7,12.9,18.3,104.5,25.4,31.0,27.0,32.0,26.0,1.64,-0.52,1.12,109.7,108.0,1.7,96.2,0.25,0.34,0.55,0.52,12.2,23.1,0.19,0.51,11.9,New York Knicks
0,57.0,240.9,38.6,89.4,0.43,11.2,32.3,0.35,27.4,57.1,0.48,15.9,20.5,0.78,10.4,35.1,45.5,22.5,7.0,4.3,12.9,16.9,104.4,41.7,88.6,0.47,13.9,37.0,0.38,27.8,51.6,0.54,14.7,18.6,0.79,9.2,37.2,46.4,25.9,7.7,5.3,13.1,18.4,112.0,26.2,18.0,39.0,15.0,42.0,-7.65,0.13,-7.52,105.8,113.5,-7.7,98.3,0.23,0.36,0.53,0.49,11.6,21.9,0.18,0.55,11.9,Orlando Magic
0,57.0,242.2,42.3,88.4,0.48,10.7,30.7,0.35,31.7,57.6,0.55,19.2,26.0,0.74,11.7,35.2,47.0,26.0,7.3,4.4,14.4,17.8,114.5,41.9,88.7,0.47,14.7,37.9,0.39,27.2,50.9,0.53,16.6,20.9,0.79,8.8,32.0,40.8,26.1,7.6,5.7,13.0,21.4,115.1,24.9,25.0,32.0,27.0,30.0,-0.6,0.07,-0.52,114.5,115.1,-0.6,99.1,0.29,0.35,0.57,0.54,12.6,26.8,0.22,0.56,11.7,New Orleans Pelicans
0,57.0,240.9,42.1,89.6,0.47,10.3,29.9,0.34,31.8,59.7,0.53,19.5,25.8,0.76,9.2,35.4,44.5,25.1,7.2,3.7,14.7,21.8,114.0,42.8,91.0,0.47,12.7,33.7,0.38,30.1,57.3,0.53,19.7,25.3,0.78,10.0,36.5,46.5,24.2,8.3,4.8,14.6,22.1,118.1,26.4,24.0,33.0,22.0,35.0,-4.02,0.4,-3.62,109.2,113.1,-3.9,104.0,0.29,0.33,0.56,0.53,12.7,20.1,0.22,0.54,12.5,Washington Wizards
0,56.0,240.4,40.4,90.7,0.45,15.8,41.9,0.38,24.6,48.8,0.5,17.6,21.4,0.82,10.7,33.2,43.9,20.5,7.0,5.2,11.4,19.2,114.3,42.0,87.8,0.48,12.9,34.6,0.37,29.1,53.2,0.55,17.8,22.9,0.77,9.9,35.8,45.7,25.2,6.2,4.6,12.7,18.9,114.7,27.3,32.0,24.0,27.0,29.0,-0.32,-0.49,-0.81,116.2,116.6,-0.4,98.2,0.23,0.46,0.57,0.53,10.2,23.0,0.19,0.55,11.5,Portland Trail Blazers
0,58.0,242.6,40.7,85.8,0.47,11.2,31.3,0.36,29.6,54.6,0.54,17.3,23.3,0.75,9.6,35.0,44.6,24.5,7.8,5.3,15.5,18.9,109.9,39.8,87.2,0.46,11.4,32.9,0.35,28.3,54.3,0.52,15.1,19.6,0.77,9.0,33.1,42.1,24.8,8.4,4.6,15.4,21.3,106.1,28.4,35.0,23.0,36.0,22.0,3.78,-0.07,3.7,110.0,106.2,3.8,98.9,0.27,0.36,0.57,0.54,13.9,22.4,0.2,0.52,13.8,Los Angeles Lakers
0,58.0,240.0,39.7,88.4,0.45,14.8,39.8,0.37,24.9,48.5,0.51,17.8,21.6,0.83,9.3,32.2,41.6,24.1,8.4,5.7,13.5,21.7,112.0,38.7,84.7,0.46,13.8,36.7,0.38,24.9,48.0,0.52,20.1,25.4,0.79,10.2,35.6,45.8,26.0,6.8,5.8,16.4,19.9,111.3,26.9,24.0,34.0,30.0,28.0,0.69,-0.64,0.05,112.5,111.8,0.7,99.6,0.24,0.45,0.57,0.53,12.1,20.8,0.2,0.54,14.6,Toronto Raptors
0,57.0,243.1,43.2,88.3,0.49,13.1,34.7,0.38,30.1,53.6,0.56,15.2,18.5,0.83,8.7,34.9,43.6,27.2,7.2,4.2,13.0,19.3,114.7,40.0,87.1,0.46,11.6,33.3,0.35,28.4,53.8,0.53,16.6,21.6,0.77,9.4,33.7,43.1,22.2,7.0,3.7,13.5,18.1,108.2,26.6,41.0,16.0,40.0,17.0,6.49,-0.53,5.96,116.2,109.6,6.6,97.4,0.21,0.39,0.59,0.56,11.9,20.5,0.17,0.53,12.3,Phoenix Suns
0,58.0,241.3,41.3,88.4,0.47,16.8,43.2,0.39,24.4,45.2,0.54,17.4,22.0,0.79,10.6,37.6,48.2,23.6,6.4,5.4,14.0,18.9,116.9,40.9,91.8,0.45,10.8,31.4,0.34,30.1,60.3,0.5,15.0,19.4,0.77,10.1,33.1,43.1,22.1,7.5,3.9,11.4,19.3,107.7,28.5,43.0,15.0,44.0,14.0,9.16,0.25,9.41,117.8,108.6,9.2,98.7,0.25,0.49,0.6,0.56,12.5,24.3,0.2,0.51,10.2,Utah Jazz
0,57.0,242.6,42.5,90.6,0.47,12.3,34.3,0.36,30.2,56.3,0.54,16.2,20.6,0.79,9.1,33.2,42.4,26.7,8.6,6.3,13.7,20.4,113.5,42.2,89.6,0.47,11.6,31.2,0.37,30.6,58.5,0.52,18.3,23.4,0.79,10.8,35.4,46.1,25.8,7.4,5.4,15.2,18.5,114.4,26.7,26.0,31.0,27.0,30.0,-0.86,0.4,-0.46,111.5,112.3,-0.8,100.7,0.23,0.38,0.57,0.54,12.1,20.5,0.18,0.54,13.2,Indiana Pacers
0,58.0,240.4,41.1,88.2,0.47,14.1,37.7,0.37,27.0,50.5,0.54,16.8,21.5,0.78,7.9,34.6,42.6,27.2,8.2,4.8,15.0,21.6,112.9,40.4,88.6,0.46,12.5,34.3,0.36,27.8,54.3,0.51,20.1,25.8,0.78,10.7,36.8,47.5,24.0,7.8,4.5,15.4,20.1,113.3,26.7,29.0,29.0,28.0,30.0,-0.4,0.38,-0.01,110.2,110.6,-0.4,102.3,0.24,0.43,0.58,0.55,13.3,17.7,0.19,0.53,13.3,Golden State Warriors
0,59.0,240.0,42.2,86.9,0.48,14.5,34.5,0.42,27.6,52.4,0.53,16.1,19.3,0.84,9.5,34.8,44.2,24.5,7.2,4.2,13.0,19.7,115.0,40.1,86.3,0.47,11.5,32.1,0.36,28.6,54.2,0.53,16.4,21.0,0.78,9.0,32.1,41.0,22.8,7.1,4.0,13.0,18.0,108.1,28.9,40.0,19.0,41.0,18.0,6.86,-0.12,6.75,118.4,111.3,7.1,97.1,0.22,0.4,0.6,0.57,12.0,22.8,0.18,0.53,12.0,Los Angeles Clippers
