,g,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,team_name
0,50.0,242.5,41.6,87.2,0.48,10.9,29.6,0.37,30.7,57.6,0.53,20.1,26.0,0.77,10.3,35.9,46.2,23.4,8.8,6.3,15.2,20.5,114.2,39.9,88.2,0.45,12.0,33.2,0.36,27.8,55.0,0.51,17.5,22.9,0.77,9.5,32.7,42.2,23.6,7.6,4.5,15.1,21.3,109.3,27.0,34.0,16.0,32.0,18.0,4.9,-0.33,4.57,112.6,107.8,4.8,100.4,0.3,0.34,0.58,0.54,13.3,23.9,0.23,0.52,13.3,Philadelphia 76ers
0,49.0,240.0,39.4,88.2,0.45,15.3,40.9,0.38,24.1,47.4,0.51,18.1,21.9,0.83,9.2,32.0,41.2,24.7,8.3,5.5,13.3,22.1,112.3,38.7,84.6,0.46,14.0,37.3,0.37,24.8,47.3,0.52,20.4,25.7,0.8,10.2,36.0,46.2,26.2,6.7,5.9,16.4,20.4,111.8,27.2,19.0,30.0,25.0,24.0,0.51,-0.29,0.23,112.8,112.3,0.5,99.5,0.25,0.46,0.57,0.53,12.0,20.4,0.2,0.54,14.6,Toronto Raptors
0,49.0,241.0,40.1,87.6,0.46,13.8,36.3,0.38,26.3,51.3,0.51,16.6,21.6,0.77,10.5,33.6,44.1,26.7,8.1,4.7,15.4,18.1,110.7,41.4,88.5,0.47,14.8,40.5,0.36,26.7,48.0,0.56,14.3,19.2,0.74,10.5,34.4,44.9,27.7,8.3,4.9,15.0,19.1,111.9,24.7,25.0,24.0,23.0,26.0,-1.14,0.06,-1.09,111.3,112.4,-1.1,99.1,0.25,0.41,0.57,0.54,13.7,23.3,0.19,0.55,13.4,Charlotte Hornets
0,49.0,240.5,38.7,88.4,0.44,13.4,40.3,0.33,25.3,48.1,0.53,16.6,22.4,0.74,9.0,33.2,42.2,22.7,7.6,5.4,14.4,19.9,107.3,41.4,88.3,0.47,12.8,34.3,0.37,28.6,54.0,0.53,18.3,23.6,0.78,10.2,38.2,48.4,24.7,8.1,5.5,15.2,19.8,113.8,27.4,13.0,36.0,15.0,34.0,-6.49,-0.84,-7.33,105.9,112.3,-6.4,101.2,0.25,0.46,0.55,0.51,12.8,19.1,0.19,0.54,13.4,Houston Rockets
0,49.0,240.5,41.3,88.2,0.47,17.1,43.0,0.4,24.2,45.2,0.54,17.4,22.1,0.79,10.8,37.3,48.2,23.8,6.6,5.5,14.1,18.8,117.2,40.9,91.6,0.45,10.4,30.5,0.34,30.5,61.0,0.5,15.0,19.3,0.78,10.1,32.7,42.8,22.3,7.5,3.9,11.5,19.2,107.1,28.5,38.0,11.0,38.0,11.0,10.04,0.25,10.29,118.4,108.2,10.2,98.8,0.25,0.49,0.6,0.57,12.6,24.9,0.2,0.5,10.3,Utah Jazz
0,49.0,243.1,38.2,86.1,0.44,12.1,34.3,0.35,26.1,51.8,0.5,18.3,23.8,0.77,9.9,32.8,42.7,24.3,7.8,5.1,14.7,20.6,106.8,41.0,85.9,0.48,11.9,31.6,0.38,29.1,54.3,0.54,17.1,22.5,0.76,9.7,34.7,44.3,24.9,7.7,6.0,14.5,20.7,110.9,25.4,14.0,35.0,18.0,31.0,-4.1,0.36,-3.74,108.1,112.3,-4.2,97.5,0.28,0.4,0.55,0.51,13.2,22.1,0.21,0.55,13.2,Detroit Pistons
0,48.0,240.5,40.8,86.6,0.47,13.6,37.6,0.36,27.2,49.0,0.56,16.7,21.4,0.78,8.4,35.0,43.4,22.5,6.2,4.5,12.2,19.6,111.8,39.9,87.6,0.46,13.2,36.4,0.36,26.7,51.2,0.52,16.9,22.1,0.76,9.9,34.4,44.3,22.4,7.3,3.7,12.6,20.3,109.9,26.3,27.0,21.0,27.0,21.0,1.98,0.46,2.44,114.4,112.4,2.0,97.5,0.25,0.43,0.58,0.55,11.3,19.7,0.19,0.53,11.5,Dallas Mavericks
0,47.0,241.1,42.6,92.0,0.46,10.7,30.3,0.35,31.9,61.7,0.52,16.0,20.6,0.78,11.2,35.0,46.3,26.7,9.6,4.5,13.5,18.7,111.9,40.4,86.9,0.47,13.0,35.6,0.36,27.4,51.3,0.53,17.2,22.1,0.78,9.0,35.1,44.2,25.2,8.0,5.6,15.7,18.2,111.0,24.4,24.0,23.0,25.0,22.0,0.85,0.22,1.07,110.7,109.8,0.9,100.7,0.22,0.33,0.55,0.52,11.8,24.2,0.17,0.54,14.0,Memphis Grizzlies
0,50.0,240.5,43.0,89.1,0.48,12.1,33.2,0.36,30.9,55.9,0.55,16.7,22.5,0.74,10.0,32.4,42.4,25.8,6.6,4.9,13.3,19.5,114.8,44.2,90.4,0.49,12.6,32.2,0.39,31.6,58.2,0.54,17.6,22.1,0.8,10.5,34.2,44.7,25.5,7.6,4.4,12.8,19.5,118.7,25.7,22.0,28.0,19.0,31.0,-3.88,0.43,-3.45,114.6,118.5,-3.9,99.9,0.25,0.37,0.58,0.55,11.9,22.6,0.19,0.56,11.4,Sacramento Kings
0,50.0,241.0,41.7,89.0,0.47,13.2,35.2,0.37,28.5,53.8,0.53,15.9,20.8,0.76,10.9,33.1,44.0,23.2,8.1,5.2,13.7,20.6,112.4,39.8,85.6,0.47,12.9,34.7,0.37,26.9,50.9,0.53,18.2,23.5,0.78,9.6,32.8,42.4,23.6,7.1,4.8,14.4,19.1,110.6,25.3,25.0,25.0,28.0,22.0,1.78,0.18,1.96,114.3,112.5,1.8,97.9,0.23,0.4,0.57,0.54,12.2,24.9,0.18,0.54,13.1,Boston Celtics
0,50.0,242.0,40.2,87.0,0.46,12.6,34.2,0.37,27.6,52.8,0.52,20.2,24.8,0.81,10.8,34.8,45.6,24.2,6.9,5.0,13.7,19.9,113.2,40.9,89.1,0.46,11.7,33.9,0.35,29.2,55.2,0.53,17.7,21.8,0.81,10.3,32.4,42.7,24.0,7.6,5.3,12.5,20.3,111.3,25.1,26.0,24.0,28.0,22.0,1.94,-0.09,1.85,115.2,113.2,2.0,97.5,0.28,0.39,0.58,0.54,12.3,25.1,0.23,0.53,11.2,Atlanta Hawks
0,47.0,242.7,41.7,90.7,0.46,10.6,29.5,0.36,31.1,61.2,0.51,16.7,21.3,0.78,9.1,35.0,44.1,24.4,7.0,5.2,11.4,17.5,110.7,42.0,89.7,0.47,12.7,33.6,0.38,29.2,56.1,0.52,15.0,19.8,0.76,9.9,37.7,47.6,24.6,6.2,5.4,13.4,18.4,111.7,26.4,24.0,23.0,22.0,25.0,-1.04,-0.64,-1.68,110.6,111.7,-1.1,99.0,0.23,0.33,0.55,0.52,10.2,19.5,0.18,0.54,12.0,San Antonio Spurs
0,50.0,242.5,40.9,85.9,0.48,10.7,30.5,0.35,30.2,55.4,0.55,17.5,23.6,0.74,9.6,35.5,45.1,24.4,7.6,5.5,15.4,18.9,110.0,39.8,87.6,0.45,11.6,32.7,0.35,28.3,54.9,0.52,14.7,19.2,0.76,9.0,33.0,42.0,24.9,8.4,4.4,15.1,21.5,105.9,28.6,31.0,19.0,32.0,18.0,4.16,-0.6,3.56,110.0,105.9,4.1,98.9,0.28,0.35,0.57,0.54,13.8,22.6,0.2,0.52,13.6,Los Angeles Lakers
0,48.0,243.1,42.2,89.6,0.47,12.5,34.3,0.36,29.8,55.3,0.54,16.1,20.5,0.78,8.9,33.2,42.0,26.9,8.6,6.1,13.9,20.2,112.9,41.8,88.8,0.47,11.8,31.4,0.38,29.9,57.4,0.52,17.9,22.8,0.78,10.3,34.9,45.3,25.8,7.4,5.3,15.4,18.6,113.2,26.7,22.0,26.0,24.0,24.0,-0.23,0.46,0.23,111.4,111.6,-0.2,100.1,0.23,0.38,0.57,0.54,12.3,20.2,0.18,0.54,13.4,Indiana Pacers
0,49.0,241.5,42.7,88.1,0.48,11.3,31.4,0.36,31.4,56.7,0.55,18.4,25.1,0.73,11.5,34.9,46.4,26.2,7.2,4.3,14.3,18.0,115.1,41.8,88.5,0.47,15.0,38.6,0.39,26.8,49.9,0.54,16.4,20.4,0.8,8.9,31.5,40.4,26.2,7.5,5.8,12.9,20.9,114.9,24.9,22.0,27.0,25.0,24.0,0.22,0.26,0.49,115.7,115.5,0.2,98.9,0.28,0.36,0.58,0.55,12.6,26.7,0.21,0.56,11.7,New Orleans Pelicans
0,50.0,241.0,38.6,89.8,0.43,11.6,32.9,0.35,27.1,56.9,0.48,15.5,19.8,0.78,10.5,35.6,46.1,22.5,6.9,4.2,13.0,16.9,104.3,41.5,88.7,0.47,13.7,37.4,0.37,27.7,51.3,0.54,14.7,18.8,0.78,9.2,37.4,46.6,25.7,7.8,5.1,13.0,18.1,111.3,26.5,17.0,33.0,14.0,36.0,-7.0,0.27,-6.73,105.6,112.7,-7.1,98.4,0.22,0.37,0.53,0.49,11.7,21.9,0.17,0.55,11.8,Orlando Magic
0,49.0,242.6,38.6,86.2,0.45,9.3,27.8,0.33,29.3,58.3,0.5,16.1,22.1,0.73,10.7,32.1,42.8,23.2,8.2,5.0,15.6,18.8,102.7,41.2,86.1,0.48,12.4,32.3,0.39,28.8,53.7,0.54,16.3,21.1,0.77,10.1,33.9,44.0,24.3,8.6,5.9,15.3,20.1,111.2,24.0,17.0,32.0,12.0,37.0,-8.53,0.79,-7.75,104.4,113.0,-8.6,97.4,0.26,0.32,0.54,0.5,14.0,24.0,0.19,0.55,13.8,Cleveland Cavaliers
0,50.0,240.5,38.8,86.0,0.45,11.0,29.2,0.38,27.8,56.8,0.49,16.3,21.3,0.76,10.3,35.4,45.8,21.0,7.1,4.9,13.5,20.6,104.8,37.5,85.0,0.44,12.0,35.7,0.34,25.5,49.4,0.52,17.0,22.4,0.76,9.3,34.4,43.7,22.8,6.8,5.7,12.6,18.3,103.9,25.2,25.0,25.0,27.0,23.0,0.92,-0.86,0.06,109.0,108.1,0.9,96.0,0.25,0.34,0.55,0.52,12.4,23.1,0.19,0.51,11.7,New York Knicks
