,g,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,team_name
0,25.0,244.0,43.8,88.0,0.5,14.8,37.0,0.4,29.0,51.0,0.57,19.1,23.3,0.82,8.4,36.3,44.8,26.8,6.3,5.9,15.4,20.0,121.5,43.8,95.0,0.46,12.7,35.2,0.36,31.1,59.8,0.52,18.0,22.6,0.79,10.8,32.9,43.8,24.9,8.2,4.2,12.5,19.9,118.2,28.2,14.0,11.0,15.0,10.0,3.24,-0.52,2.72,117.4,114.2,3.2,101.8,0.27,0.42,0.62,0.58,13.6,20.4,0.22,0.53,10.7,Brooklyn Nets
0,23.0,242.2,39.4,88.0,0.45,12.5,34.9,0.36,26.9,53.1,0.51,21.2,25.8,0.82,11.3,35.7,47.1,24.5,6.5,5.0,14.8,20.3,112.6,40.7,90.9,0.45,11.2,34.1,0.33,29.5,56.8,0.52,18.6,22.7,0.82,11.0,33.5,44.5,23.3,8.3,5.7,12.7,21.2,111.1,24.4,11.0,12.0,13.0,10.0,1.48,0.51,1.99,112.5,111.1,1.4,99.1,0.29,0.4,0.57,0.52,13.0,25.3,0.24,0.51,11.2,Atlanta Hawks
0,25.0,241.0,40.2,87.8,0.46,12.5,36.9,0.34,27.8,51.0,0.55,18.3,23.6,0.78,8.8,34.2,43.0,22.9,6.8,4.6,12.4,20.9,111.2,40.7,87.1,0.47,13.4,36.3,0.37,27.3,50.8,0.54,18.8,24.4,0.77,10.0,36.3,46.3,23.8,7.6,4.1,14.0,21.8,113.6,26.3,11.0,14.0,11.0,14.0,-2.4,1.43,-0.97,111.6,114.0,-2.4,99.3,0.27,0.42,0.57,0.53,11.2,19.6,0.21,0.55,12.5,Dallas Mavericks
0,25.0,241.0,40.4,89.3,0.45,13.8,36.6,0.38,26.5,52.6,0.5,16.3,21.5,0.76,11.2,33.2,44.4,28.1,8.0,5.0,14.5,18.6,110.8,40.3,87.5,0.46,14.7,40.4,0.36,25.6,47.1,0.54,15.2,20.7,0.73,10.7,35.2,46.0,27.7,7.7,5.6,15.9,19.3,110.4,24.8,12.0,13.0,13.0,12.0,0.4,-0.26,0.14,111.3,110.9,0.4,99.1,0.24,0.41,0.56,0.53,12.8,24.1,0.18,0.54,14.1,Charlotte Hornets
0,23.0,241.1,41.9,88.2,0.47,12.4,33.1,0.38,29.5,55.0,0.54,17.5,24.3,0.72,10.5,33.3,43.9,25.7,6.5,5.3,14.0,19.7,113.7,43.7,91.4,0.48,13.3,34.5,0.39,30.4,56.9,0.53,17.7,21.7,0.81,10.9,34.1,45.0,26.0,8.0,5.3,13.0,20.6,118.2,25.7,12.0,11.0,8.0,15.0,-4.48,0.94,-3.54,113.3,117.8,-4.5,99.9,0.28,0.38,0.57,0.55,12.4,23.6,0.2,0.55,11.4,Sacramento Kings
0,23.0,245.4,43.0,90.3,0.48,13.0,34.2,0.38,29.9,56.1,0.53,16.3,21.0,0.78,11.3,33.4,44.7,26.7,8.3,4.2,14.0,20.0,115.3,41.0,85.7,0.48,13.4,35.7,0.38,27.5,50.0,0.55,17.3,22.7,0.76,9.3,32.1,41.4,26.8,7.4,4.5,14.8,21.0,112.7,26.4,12.0,11.0,13.0,10.0,2.61,0.57,3.18,116.1,113.4,2.7,97.1,0.23,0.38,0.58,0.55,12.3,26.0,0.18,0.56,13.4,Denver Nuggets
0,22.0,241.1,41.3,87.5,0.47,11.4,31.9,0.36,29.9,55.6,0.54,17.6,24.7,0.71,11.4,35.2,46.6,24.0,7.4,4.1,14.9,17.7,111.5,40.1,87.7,0.46,15.5,41.2,0.38,24.7,46.5,0.53,16.6,20.5,0.81,9.1,33.0,42.1,27.5,7.6,5.5,13.8,21.0,112.3,25.1,10.0,12.0,10.0,12.0,-0.77,0.54,-0.23,112.2,112.9,-0.7,99.0,0.28,0.36,0.57,0.54,13.2,25.6,0.2,0.55,12.5,New Orleans Pelicans
0,24.0,240.0,39.8,89.0,0.45,16.0,41.7,0.38,23.8,47.3,0.5,17.8,21.6,0.82,10.2,32.3,42.5,24.8,9.4,5.5,14.0,22.4,113.3,38.5,84.2,0.46,13.9,37.0,0.38,24.6,47.1,0.52,20.6,25.8,0.8,9.7,35.1,44.8,26.5,6.8,5.9,16.9,19.4,111.5,27.2,11.0,13.0,13.0,11.0,1.88,-0.42,1.45,113.4,111.5,1.9,99.9,0.24,0.47,0.58,0.54,12.5,22.4,0.2,0.54,15.0,Toronto Raptors
0,23.0,242.2,39.6,88.0,0.45,13.0,38.1,0.34,26.6,49.9,0.53,15.4,21.1,0.73,7.6,37.0,44.6,22.6,7.1,4.8,14.7,17.9,107.7,43.2,93.5,0.46,13.3,37.4,0.35,29.9,56.0,0.53,14.3,18.9,0.76,10.3,38.7,49.0,25.2,8.1,4.3,13.2,19.0,114.1,23.8,10.0,13.0,7.0,16.0,-6.43,0.19,-6.25,104.9,111.2,-6.3,101.7,0.24,0.43,0.55,0.52,13.1,16.4,0.17,0.53,11.5,Oklahoma City Thunder
0,25.0,244.0,39.6,87.5,0.45,9.2,26.4,0.35,30.4,61.1,0.5,15.6,21.8,0.71,11.2,32.3,43.5,23.2,8.8,5.2,15.4,18.9,104.0,41.2,87.1,0.47,13.1,33.1,0.4,28.1,54.0,0.52,14.7,19.6,0.75,10.7,33.8,44.5,24.8,8.5,6.0,16.0,20.2,110.3,24.5,10.0,15.0,8.0,17.0,-6.36,0.91,-5.45,105.2,111.6,-6.4,97.2,0.25,0.3,0.54,0.51,13.7,24.8,0.18,0.55,14.3,Cleveland Cavaliers
0,23.0,242.2,38.7,82.6,0.47,13.1,37.0,0.35,25.5,45.6,0.56,16.9,21.7,0.78,7.0,35.0,42.0,25.7,6.7,3.8,16.8,19.9,107.3,39.5,88.2,0.45,15.4,40.7,0.38,24.1,47.5,0.51,16.3,20.8,0.78,10.7,33.4,44.1,25.0,9.3,4.1,15.1,20.9,110.7,26.7,9.0,14.0,9.0,14.0,-3.43,-0.25,-3.68,107.7,111.1,-3.4,98.8,0.26,0.45,0.58,0.55,15.4,17.3,0.2,0.54,13.5,Miami Heat
0,24.0,240.0,45.4,92.0,0.49,15.4,38.5,0.4,30.0,53.5,0.56,15.1,20.6,0.73,10.8,38.0,48.8,27.1,8.4,4.9,13.9,17.8,121.3,41.2,91.7,0.45,14.4,37.6,0.38,26.8,54.1,0.49,14.6,18.7,0.78,9.3,33.2,42.4,24.0,6.6,5.2,13.1,18.1,111.4,28.0,16.0,8.0,18.0,6.0,9.96,-0.7,9.26,119.2,109.4,9.8,101.8,0.22,0.42,0.6,0.58,12.1,24.5,0.16,0.53,11.6,Milwaukee Bucks
0,23.0,241.1,39.8,87.9,0.45,14.3,40.0,0.36,25.5,47.9,0.53,16.3,21.7,0.75,8.4,35.7,44.1,23.1,8.0,6.0,15.5,20.3,110.3,39.9,89.2,0.45,11.7,32.9,0.35,28.2,56.3,0.5,18.0,23.8,0.76,10.4,36.8,47.2,22.3,8.3,6.1,15.5,18.9,109.3,28.4,11.0,12.0,12.0,11.0,0.91,-1.01,-0.09,107.6,106.7,0.9,102.0,0.25,0.46,0.57,0.53,13.7,18.6,0.18,0.51,13.5,Houston Rockets
0,22.0,240.0,41.4,88.7,0.47,12.4,32.7,0.38,29.0,56.0,0.52,15.8,20.9,0.75,11.0,33.0,44.0,22.5,8.6,5.0,14.2,20.1,111.0,40.0,85.2,0.47,11.6,32.2,0.36,28.5,53.0,0.54,17.5,22.7,0.77,9.6,33.1,42.7,23.1,7.6,5.0,14.9,19.5,109.2,25.5,12.0,10.0,12.0,10.0,1.73,0.05,1.77,112.7,110.9,1.8,98.5,0.24,0.37,0.57,0.54,12.7,24.9,0.18,0.54,13.5,Boston Celtics
0,25.0,240.0,41.4,86.3,0.48,14.7,35.1,0.42,26.7,51.2,0.52,17.2,20.3,0.85,9.5,34.6,44.1,24.3,7.5,4.8,13.2,19.1,114.8,40.0,85.9,0.47,12.0,33.0,0.36,28.1,52.9,0.53,15.8,20.0,0.79,8.8,32.3,41.1,23.2,7.0,3.1,13.8,17.6,107.8,29.1,17.0,8.0,18.0,7.0,6.96,-0.93,6.03,118.1,110.9,7.2,97.2,0.23,0.41,0.6,0.57,12.2,22.8,0.2,0.54,12.7,Los Angeles Clippers
0,25.0,243.0,42.3,87.1,0.49,11.3,30.1,0.38,31.0,57.0,0.55,17.2,22.8,0.75,9.8,36.0,45.8,25.1,7.2,6.2,15.0,18.7,113.1,40.1,89.6,0.45,11.0,32.1,0.34,29.1,57.5,0.51,13.8,18.0,0.77,9.2,32.4,41.6,24.1,8.2,4.3,14.6,21.4,104.9,29.0,19.0,6.0,19.0,6.0,8.16,-0.56,7.6,112.7,104.6,8.1,99.1,0.26,0.35,0.58,0.55,13.4,23.2,0.2,0.51,13.1,Los Angeles Lakers
0,23.0,244.3,40.7,87.5,0.47,12.9,36.3,0.35,27.8,51.2,0.54,15.4,18.5,0.83,8.8,35.7,44.5,25.9,6.1,4.3,13.7,20.9,109.8,39.8,87.6,0.45,11.0,31.6,0.35,28.7,56.0,0.51,16.4,22.1,0.74,9.6,34.7,44.3,22.2,7.0,3.7,12.9,19.0,107.0,26.5,14.0,9.0,14.0,9.0,2.78,-0.26,2.52,111.5,108.7,2.8,96.7,0.21,0.41,0.57,0.54,12.6,20.3,0.18,0.52,11.7,Phoenix Suns
0,24.0,241.0,41.7,92.3,0.45,10.9,30.1,0.36,30.8,62.1,0.5,16.8,21.3,0.79,9.4,35.8,45.2,25.1,7.2,5.0,11.0,17.1,111.0,42.3,89.7,0.47,12.8,33.0,0.39,29.5,56.7,0.52,13.9,19.0,0.73,9.3,38.8,48.1,24.8,6.0,6.1,14.1,19.0,111.3,26.8,14.0,10.0,12.0,12.0,-0.38,0.15,-0.23,109.8,110.1,-0.3,100.7,0.23,0.33,0.55,0.51,9.7,19.5,0.18,0.54,12.6,San Antonio Spurs
0,24.0,242.1,42.5,89.3,0.48,12.4,33.9,0.37,30.1,55.3,0.54,15.7,20.5,0.76,8.7,33.9,42.5,26.8,8.5,5.8,13.8,20.6,113.1,41.0,88.6,0.46,12.9,32.9,0.39,28.1,55.7,0.51,16.9,22.0,0.77,10.5,34.8,45.2,25.3,7.3,5.8,15.2,18.4,111.9,26.8,12.0,12.0,13.0,11.0,1.17,0.5,1.67,112.1,110.9,1.2,100.0,0.23,0.38,0.57,0.55,12.3,20.0,0.18,0.54,13.4,Indiana Pacers
0,24.0,241.0,38.9,90.5,0.43,11.1,32.0,0.35,27.8,58.5,0.47,16.1,20.4,0.79,11.7,35.0,46.6,22.5,7.0,4.0,13.8,17.7,105.0,42.1,88.5,0.48,12.9,34.8,0.37,29.3,53.8,0.54,15.1,19.7,0.77,9.0,36.2,45.3,25.4,7.8,5.6,13.4,18.6,112.2,26.2,9.0,15.0,7.0,17.0,-7.17,-1.38,-8.55,105.8,113.0,-7.2,98.9,0.23,0.35,0.53,0.49,12.2,24.4,0.18,0.55,12.1,Orlando Magic
