,g,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,team_name
0,35.0,240.0,42.0,86.2,0.49,14.3,34.0,0.42,27.7,52.2,0.53,17.1,20.3,0.84,9.3,35.0,44.3,24.5,7.1,4.6,13.4,19.0,115.3,41.0,87.6,0.47,11.7,32.5,0.36,29.3,55.1,0.53,15.5,19.7,0.79,9.0,32.2,41.2,23.4,7.1,3.4,13.0,18.1,109.1,29.2,24.0,11.0,24.0,11.0,6.2,-0.48,5.72,118.1,111.7,6.4,97.6,0.24,0.4,0.61,0.57,12.3,22.5,0.2,0.53,11.9,Los Angeles Clippers
0,33.0,243.8,43.0,89.2,0.48,13.5,34.9,0.39,29.5,54.2,0.54,16.0,20.4,0.79,10.2,33.3,43.6,26.4,8.2,4.3,13.6,19.6,115.5,40.5,85.9,0.47,12.7,35.5,0.36,27.8,50.4,0.55,17.4,22.6,0.77,9.6,32.5,42.1,26.6,7.1,4.4,14.5,20.5,111.2,25.9,18.0,15.0,21.0,12.0,4.36,-0.29,4.07,116.9,112.5,4.4,97.3,0.23,0.39,0.59,0.56,12.2,24.0,0.18,0.55,13.2,Denver Nuggets
0,34.0,242.2,39.3,87.5,0.45,13.1,37.9,0.34,26.3,49.6,0.53,15.0,20.4,0.73,7.6,36.6,44.3,23.4,7.1,4.3,14.6,18.2,106.7,42.6,91.9,0.46,13.0,36.8,0.35,29.6,55.1,0.54,14.3,19.0,0.75,10.3,38.2,48.5,25.1,8.0,4.6,13.3,18.2,112.4,23.8,14.0,20.0,11.0,23.0,-5.74,0.57,-5.17,105.2,110.8,-5.6,100.5,0.23,0.43,0.55,0.52,13.1,16.6,0.17,0.53,11.7,Oklahoma City Thunder
0,33.0,244.5,38.6,87.9,0.44,12.5,35.9,0.35,26.1,52.0,0.5,18.3,23.5,0.78,10.3,32.5,42.8,24.1,7.8,5.1,14.6,20.8,108.0,41.3,86.4,0.48,12.0,32.2,0.37,29.3,54.2,0.54,17.5,23.4,0.75,10.1,35.5,45.6,25.2,7.8,5.8,15.1,20.8,112.1,25.8,9.0,24.0,12.0,21.0,-4.12,0.86,-3.26,108.2,112.4,-4.2,97.9,0.27,0.41,0.55,0.51,13.0,22.4,0.21,0.55,13.5,Detroit Pistons
0,29.0,240.9,41.6,91.5,0.46,10.8,30.0,0.36,30.8,61.5,0.5,17.0,21.5,0.79,9.1,35.7,44.9,25.0,7.2,5.0,11.1,17.3,110.9,42.0,90.0,0.47,12.9,33.6,0.38,29.1,56.4,0.52,14.3,19.4,0.74,9.7,38.5,48.2,24.7,6.1,5.7,14.0,18.7,111.2,26.7,17.0,12.0,14.0,15.0,-0.31,-0.48,-0.79,110.0,110.3,-0.3,100.5,0.23,0.33,0.55,0.51,9.9,19.2,0.19,0.54,12.4,San Antonio Spurs
0,34.0,241.5,40.9,86.3,0.47,10.6,29.0,0.36,30.3,57.2,0.53,21.5,27.4,0.78,10.4,35.5,45.9,23.4,8.6,6.2,15.6,20.1,113.7,40.2,89.4,0.45,12.7,34.8,0.36,27.6,54.6,0.51,17.6,22.5,0.78,10.0,32.6,42.6,23.9,7.6,4.8,14.9,21.9,110.7,26.9,22.0,12.0,20.0,14.0,3.0,-0.68,2.33,112.2,109.2,3.0,100.8,0.32,0.34,0.58,0.54,13.7,24.1,0.25,0.52,13.1,Philadelphia 76ers
0,33.0,240.8,40.9,88.3,0.46,12.1,32.9,0.37,28.8,55.4,0.52,17.1,22.2,0.77,10.9,32.9,43.8,22.1,8.1,5.1,14.1,21.2,110.9,39.8,85.2,0.47,11.9,33.2,0.36,27.9,51.9,0.54,18.9,23.7,0.8,9.5,33.0,42.5,23.3,7.5,5.0,14.5,19.9,110.4,25.4,16.0,17.0,17.0,16.0,0.58,0.43,1.0,112.6,112.0,0.6,98.2,0.25,0.37,0.57,0.53,12.6,24.8,0.19,0.54,13.2,Boston Celtics
0,32.0,240.8,40.8,88.8,0.46,13.9,36.5,0.38,26.8,52.3,0.51,16.1,20.9,0.77,10.8,33.3,44.1,26.9,8.1,4.6,15.4,18.7,111.6,41.3,87.9,0.47,15.1,40.3,0.37,26.2,47.6,0.55,15.2,20.5,0.74,10.4,34.6,45.0,28.3,8.2,5.3,15.8,19.0,112.8,24.7,15.0,17.0,15.0,17.0,-1.19,0.23,-0.96,111.4,112.6,-1.2,99.9,0.23,0.41,0.57,0.54,13.6,23.8,0.18,0.56,14.1,Charlotte Hornets
0,33.0,241.5,39.9,87.8,0.46,12.5,34.5,0.36,27.4,53.2,0.52,21.2,25.9,0.82,11.3,34.4,45.7,24.3,6.8,4.8,14.1,19.8,113.5,41.6,89.5,0.47,11.8,33.9,0.35,29.7,55.6,0.54,18.3,22.3,0.82,10.0,32.9,42.9,24.2,7.9,5.7,12.5,21.3,113.3,24.6,14.0,19.0,17.0,16.0,0.24,0.31,0.55,114.3,114.1,0.2,98.7,0.3,0.39,0.57,0.53,12.4,25.5,0.24,0.53,11.2,Atlanta Hawks
0,34.0,240.7,38.9,90.5,0.43,11.6,32.9,0.35,27.4,57.5,0.47,15.5,19.8,0.78,10.8,35.8,46.6,22.6,7.1,4.3,13.3,16.9,104.9,41.7,88.7,0.47,13.4,36.3,0.37,28.4,52.5,0.54,14.7,19.0,0.77,9.0,37.4,46.4,25.6,7.7,5.1,13.3,18.3,111.6,26.5,13.0,21.0,10.0,24.0,-6.71,-0.61,-7.32,105.5,112.2,-6.7,99.1,0.22,0.36,0.53,0.49,11.8,22.3,0.17,0.55,12.1,Orlando Magic
0,34.0,242.2,40.3,92.1,0.44,12.8,36.3,0.35,27.5,55.8,0.49,14.9,19.7,0.76,10.5,32.7,43.2,25.3,8.5,5.8,14.5,21.9,108.4,42.6,89.2,0.48,11.6,30.6,0.38,30.9,58.6,0.53,19.7,24.9,0.79,10.5,36.9,47.3,25.6,7.5,5.8,15.1,18.5,116.4,23.3,7.0,27.0,9.0,25.0,-8.09,0.2,-7.89,106.0,114.0,-8.0,101.2,0.21,0.39,0.54,0.51,12.6,22.2,0.16,0.54,13.1,Minnesota Timberwolves
0,34.0,240.0,38.8,85.8,0.45,10.1,27.6,0.37,28.7,58.2,0.49,17.1,22.0,0.78,10.5,36.3,46.9,21.1,6.7,4.7,13.8,21.0,104.9,37.3,86.1,0.43,12.1,37.0,0.33,25.2,49.1,0.51,17.7,23.1,0.77,9.9,34.1,43.9,22.7,6.6,5.6,11.9,18.7,104.4,25.0,17.0,17.0,17.0,17.0,0.41,-0.64,-0.23,108.9,108.5,0.4,96.3,0.26,0.32,0.55,0.51,12.7,23.6,0.2,0.5,11.0,New York Knicks
0,31.0,240.8,41.5,90.5,0.46,11.3,32.7,0.34,30.3,57.7,0.52,20.5,26.8,0.76,10.0,35.0,45.0,25.2,7.3,3.7,14.2,22.1,114.9,42.8,90.4,0.47,13.5,35.4,0.38,29.3,55.0,0.53,20.1,26.1,0.77,10.2,37.0,47.2,23.8,7.7,4.9,14.9,22.4,119.3,26.4,13.0,18.0,12.0,19.0,-4.39,-0.29,-4.68,110.2,114.4,-4.2,104.0,0.3,0.36,0.56,0.52,12.2,21.2,0.23,0.55,12.8,Washington Wizards
0,29.0,240.9,42.2,91.2,0.46,10.9,30.4,0.36,31.3,60.7,0.52,15.1,19.3,0.79,10.9,33.4,44.3,27.2,9.7,4.4,13.7,18.3,110.4,40.9,85.5,0.48,13.6,34.7,0.39,27.3,50.8,0.54,16.4,21.2,0.77,9.0,34.8,43.8,25.9,8.0,5.7,16.4,17.7,111.7,24.6,14.0,15.0,13.0,16.0,-1.24,0.23,-1.02,110.3,111.5,-1.2,99.8,0.21,0.33,0.55,0.52,12.1,23.9,0.17,0.56,14.7,Memphis Grizzlies
0,35.0,242.9,43.7,87.5,0.5,15.2,37.7,0.4,28.4,49.8,0.57,18.2,22.5,0.81,8.5,35.3,43.8,26.9,6.6,5.4,14.6,19.1,120.7,43.6,93.0,0.47,12.7,34.8,0.36,30.9,58.2,0.53,16.4,20.9,0.79,10.1,32.4,42.5,24.7,7.9,4.4,12.7,18.7,116.3,28.2,22.0,13.0,22.0,13.0,4.46,-0.31,4.15,118.5,114.2,4.3,100.6,0.26,0.43,0.62,0.59,13.0,20.8,0.21,0.54,11.1,Brooklyn Nets
0,32.0,243.1,42.0,89.1,0.47,12.3,33.6,0.37,29.7,55.5,0.53,16.8,21.4,0.78,8.6,33.9,42.5,26.6,8.3,6.1,13.6,20.5,113.0,40.9,88.5,0.46,12.1,32.0,0.38,28.8,56.5,0.51,18.2,22.9,0.79,10.2,34.8,45.0,25.7,7.2,5.5,15.0,19.0,112.0,26.8,15.0,17.0,17.0,15.0,0.97,0.16,1.13,111.7,110.7,1.0,99.9,0.24,0.38,0.57,0.54,12.1,19.7,0.19,0.53,13.2,Indiana Pacers
0,33.0,242.3,38.7,83.3,0.46,13.0,36.5,0.36,25.6,46.8,0.55,17.3,21.8,0.79,7.5,35.3,42.8,26.1,6.8,3.8,16.1,19.8,107.7,39.2,87.4,0.45,15.2,41.2,0.37,23.9,46.2,0.52,16.1,20.5,0.78,9.9,33.4,43.3,25.4,8.7,3.8,15.0,21.0,109.6,26.8,16.0,17.0,14.0,19.0,-1.91,0.69,-1.22,108.5,110.4,-1.9,98.3,0.26,0.44,0.58,0.54,14.8,18.4,0.21,0.54,13.5,Miami Heat
0,32.0,243.1,42.3,87.7,0.48,13.5,35.8,0.38,28.8,52.0,0.56,15.0,18.2,0.83,8.3,35.0,43.3,26.9,6.5,4.3,12.8,19.8,113.2,39.8,86.5,0.46,11.1,32.1,0.35,28.7,54.5,0.53,17.0,22.3,0.77,9.5,34.2,43.7,22.0,6.7,3.7,13.0,18.0,107.7,26.6,21.0,11.0,21.0,11.0,5.5,-0.04,5.46,115.5,109.9,5.6,96.7,0.21,0.41,0.59,0.56,11.8,19.5,0.17,0.52,11.9,Phoenix Suns
0,32.0,242.3,43.0,88.4,0.49,13.1,34.5,0.38,29.9,53.9,0.56,15.7,19.6,0.8,8.7,35.6,44.3,26.2,7.0,4.3,16.2,20.2,114.7,42.1,89.2,0.47,11.7,33.2,0.35,30.3,56.0,0.54,19.0,24.4,0.78,9.3,33.4,42.7,23.8,8.7,4.3,14.0,19.4,114.8,25.2,15.0,17.0,16.0,16.0,-0.16,-0.83,-0.98,111.9,112.1,-0.2,101.5,0.22,0.39,0.59,0.56,14.3,20.6,0.18,0.54,12.3,Chicago Bulls
0,32.0,240.8,40.4,86.9,0.47,13.1,37.1,0.35,27.3,49.8,0.55,18.0,23.0,0.78,8.4,34.0,42.4,22.6,6.4,4.6,12.4,20.6,112.0,40.7,87.4,0.47,13.4,36.4,0.37,27.3,51.0,0.54,18.2,23.8,0.77,10.1,35.4,45.5,23.4,7.5,4.0,13.7,21.4,113.0,26.3,16.0,16.0,15.0,17.0,-1.03,1.43,0.4,113.1,114.1,-1.0,98.7,0.27,0.43,0.58,0.54,11.3,19.2,0.21,0.54,12.3,Dallas Mavericks
