,g,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,opp_fg,opp_fga,opp_fg_pct,opp_fg3,opp_fg3a,opp_fg3_pct,opp_fg2,opp_fg2a,opp_fg2_pct,opp_ft,opp_fta,opp_ft_pct,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts,age,wins,losses,wins_pyth,losses_pyth,mov,sos,srs,off_rtg,def_rtg,net_rtg,pace,fg3a_per_fga_pct,ts_pct,efg_pct,tov_pct,orb_pct,opp_efg_pct,opp_tov_pct,drb_pct,opp_ft_rate,team_name
0,65.0,241.9,38.6,88.2,0.44,10.4,31.3,0.33,28.2,56.9,0.49,18.7,23.2,0.8,10.0,32.9,42.8,25.6,8.2,4.6,14.9,20.1,106.3,42.2,88.6,0.48,13.5,34.8,0.39,28.7,53.8,0.53,17.1,21.9,0.78,10.2,36.3,46.5,26.1,8.2,4.9,15.6,20.1,115.0,24.4,15.0,50.0,16.0,49.0,-8.71,0.59,-8.12,105.2,113.8,-8.6,100.3,0.26,0.35,0.54,0.5,13.2,21.5,0.21,0.55,13.7,Golden State Warriors
0,73.0,240.7,42.5,90.9,0.47,10.9,31.5,0.35,31.6,59.4,0.53,16.6,21.8,0.76,10.3,36.2,46.5,26.9,7.9,5.5,15.2,21.2,112.6,40.6,90.3,0.45,12.9,35.3,0.36,27.7,55.0,0.5,19.6,25.0,0.78,10.4,34.5,44.9,24.8,8.0,5.3,14.8,20.2,113.7,24.1,34.0,39.0,34.0,39.0,-1.07,0.16,-0.91,109.2,110.3,-1.1,102.8,0.24,0.35,0.56,0.53,13.2,23.0,0.18,0.52,12.7,Memphis Grizzlies
0,72.0,241.0,41.5,90.9,0.46,12.0,32.6,0.37,29.5,58.3,0.51,19.4,24.6,0.79,10.2,31.9,42.0,25.0,8.0,4.3,14.2,22.7,114.4,43.1,88.4,0.49,12.4,33.1,0.38,30.7,55.2,0.56,20.4,26.3,0.78,10.5,35.7,46.2,25.2,7.5,5.0,16.2,22.2,119.1,25.1,25.0,47.0,26.0,46.0,-4.67,-0.57,-5.24,110.9,115.5,-4.6,102.7,0.27,0.36,0.56,0.52,12.2,22.2,0.21,0.56,13.9,Washington Wizards
0,74.0,241.0,42.2,91.2,0.46,12.9,34.1,0.38,29.3,57.1,0.51,17.7,22.1,0.8,10.2,35.1,45.3,20.6,6.3,6.1,12.8,21.7,115.0,41.8,91.6,0.46,13.6,35.4,0.38,28.2,56.2,0.5,19.1,24.7,0.77,11.5,35.4,46.9,24.9,6.8,4.9,12.9,20.1,116.1,27.5,35.0,39.0,34.0,40.0,-1.15,0.54,-0.61,113.7,114.8,-1.1,100.7,0.24,0.37,0.57,0.53,11.2,22.4,0.19,0.53,11.2,Portland Trail Blazers
0,72.0,242.1,42.6,91.6,0.47,13.6,36.9,0.37,28.9,54.8,0.53,17.1,23.4,0.73,11.1,35.4,46.5,26.8,7.5,5.0,16.4,21.2,115.8,42.7,91.8,0.47,12.2,33.9,0.36,30.5,58.0,0.53,19.4,24.7,0.79,10.1,34.7,44.8,24.5,8.5,4.8,14.5,21.1,117.1,25.4,30.0,42.0,33.0,39.0,-1.29,0.74,-0.55,110.7,111.9,-1.2,103.7,0.26,0.4,0.57,0.54,13.9,24.2,0.19,0.53,12.4,New Orleans Pelicans
0,72.0,241.4,41.6,89.2,0.47,12.4,33.5,0.37,29.1,55.8,0.52,20.8,26.3,0.79,10.7,37.0,47.7,23.7,7.1,4.7,14.6,22.1,116.3,39.5,90.2,0.44,12.3,35.6,0.34,27.2,54.6,0.5,18.5,24.5,0.76,10.7,34.6,45.3,23.7,7.5,4.7,14.1,22.9,109.9,27.4,49.0,23.0,50.0,22.0,6.44,0.21,6.66,113.9,107.6,6.3,101.5,0.29,0.38,0.58,0.54,12.6,23.5,0.23,0.51,12.2,Los Angeles Clippers
0,65.0,241.2,39.6,88.6,0.45,12.2,35.1,0.35,27.4,53.5,0.51,15.5,20.5,0.76,10.5,31.4,41.9,23.2,10.0,4.1,15.5,21.8,106.8,39.5,82.5,0.48,11.2,31.6,0.35,28.3,50.9,0.56,19.7,26.0,0.76,10.2,35.4,45.5,25.4,8.2,5.9,18.3,19.2,109.9,24.4,22.0,43.0,26.0,39.0,-3.08,-0.93,-4.0,106.7,109.8,-3.1,99.7,0.23,0.4,0.55,0.52,13.7,22.8,0.17,0.55,16.3,Chicago Bulls
0,73.0,241.4,42.1,88.5,0.48,10.2,28.0,0.36,31.9,60.4,0.53,15.0,19.1,0.79,8.7,34.1,42.8,25.9,7.4,5.2,13.2,19.8,109.4,39.5,88.5,0.45,11.5,33.6,0.34,28.0,54.8,0.51,17.0,21.6,0.79,10.4,34.9,45.2,23.1,6.9,4.6,14.7,18.8,107.5,25.6,45.0,28.0,41.0,32.0,1.96,-0.33,1.63,110.0,108.0,2.0,98.9,0.22,0.32,0.56,0.53,12.0,20.0,0.17,0.51,13.0,Indiana Pacers
0,73.0,241.0,41.2,88.1,0.47,11.4,31.8,0.36,29.8,56.3,0.53,19.9,23.8,0.83,9.8,33.8,43.5,27.2,7.7,4.0,14.8,22.0,113.6,41.2,87.4,0.47,11.6,32.0,0.36,29.6,55.4,0.54,19.3,24.5,0.79,9.1,34.2,43.3,23.6,7.9,5.5,15.6,22.6,113.4,24.6,34.0,39.0,37.0,36.0,0.22,0.35,0.56,111.7,111.4,0.3,101.3,0.27,0.36,0.58,0.53,13.0,22.2,0.23,0.54,13.7,Phoenix Suns
0,72.0,241.4,40.2,87.9,0.46,13.8,37.0,0.37,26.4,50.9,0.52,18.5,23.2,0.8,9.5,35.9,45.4,25.2,8.8,5.0,14.8,21.7,112.8,37.8,88.3,0.43,13.1,38.9,0.34,24.7,49.5,0.5,17.8,23.2,0.77,10.9,35.1,46.1,25.6,7.2,5.5,16.8,20.4,106.5,26.6,53.0,19.0,50.0,22.0,6.24,-0.26,5.97,111.1,105.0,6.1,100.9,0.26,0.42,0.57,0.54,13.1,21.3,0.21,0.5,14.6,Toronto Raptors
0,72.0,242.1,41.3,89.6,0.46,12.6,34.5,0.36,28.7,55.0,0.52,18.6,23.2,0.8,10.7,35.4,46.1,23.0,8.3,5.6,13.8,21.6,113.7,38.4,87.1,0.44,11.8,34.8,0.34,26.6,52.3,0.51,18.8,24.5,0.77,10.3,34.0,44.3,22.4,7.1,5.5,15.2,20.7,107.3,25.3,48.0,24.0,50.0,22.0,6.31,-0.47,5.83,113.3,107.0,6.3,99.5,0.26,0.39,0.57,0.53,12.2,23.9,0.21,0.51,13.5,Boston Celtics
0,73.0,243.1,39.5,84.4,0.47,13.4,35.4,0.38,26.0,49.0,0.53,19.7,25.2,0.78,8.5,35.9,44.4,25.9,7.5,4.5,14.9,20.6,112.0,38.8,86.7,0.45,13.1,37.7,0.35,25.7,48.9,0.53,18.4,23.6,0.78,9.2,33.3,42.5,24.6,7.5,4.1,14.0,21.7,109.1,25.9,44.0,29.0,43.0,30.0,2.95,-0.35,2.59,112.5,109.5,3.0,98.3,0.3,0.42,0.59,0.55,13.5,20.3,0.23,0.52,12.6,Miami Heat
0,72.0,242.1,40.0,85.5,0.47,10.7,30.2,0.35,29.3,55.3,0.53,19.8,24.8,0.8,8.2,34.7,42.9,21.7,7.6,4.9,13.7,19.3,110.4,40.8,89.6,0.46,11.3,33.3,0.34,29.5,56.4,0.52,15.5,19.6,0.8,10.5,34.3,44.8,23.0,7.0,4.0,14.2,22.8,108.4,25.5,44.0,28.0,41.0,31.0,1.99,0.34,2.33,110.8,108.8,2.0,98.8,0.29,0.35,0.57,0.53,12.4,19.3,0.23,0.52,12.6,Oklahoma City Thunder
0,71.0,240.7,42.3,88.3,0.48,11.0,31.6,0.35,31.3,56.7,0.55,17.7,24.3,0.73,10.7,35.1,45.7,25.4,8.6,6.6,15.2,20.7,113.4,39.1,87.1,0.45,11.6,33.4,0.35,27.4,53.7,0.51,17.9,22.9,0.78,9.4,32.9,42.3,23.4,8.2,3.7,15.9,21.7,107.6,29.5,52.0,19.0,48.0,23.0,5.79,0.49,6.28,112.0,106.3,5.7,100.9,0.28,0.36,0.57,0.54,13.3,24.5,0.2,0.52,14.1,Los Angeles Lakers
0,66.0,241.9,39.3,85.7,0.46,12.0,32.7,0.37,27.3,53.0,0.52,16.6,22.4,0.74,9.8,32.0,41.7,24.1,7.4,4.5,15.3,19.7,107.2,41.9,87.3,0.48,10.7,29.6,0.36,31.3,57.8,0.54,16.2,20.9,0.78,10.1,33.4,43.5,24.6,8.2,5.6,14.0,19.8,110.8,25.9,20.0,46.0,26.0,40.0,-3.56,-0.82,-4.38,109.0,112.7,-3.7,97.6,0.26,0.38,0.56,0.53,13.8,22.6,0.19,0.54,12.7,Detroit Pistons
0,71.0,242.5,42.2,89.4,0.47,10.7,28.5,0.38,31.5,61.0,0.52,19.0,23.4,0.81,9.0,35.6,44.6,24.7,7.3,5.5,12.6,19.4,114.1,42.3,90.2,0.47,13.1,35.1,0.37,29.2,55.1,0.53,17.4,22.5,0.78,9.4,35.9,45.3,25.7,6.8,4.3,13.2,20.1,115.2,27.6,32.0,39.0,33.0,38.0,-1.11,0.46,-0.65,112.4,113.5,-1.1,100.5,0.26,0.32,0.57,0.53,11.2,20.1,0.21,0.54,11.7,San Antonio Spurs
0,75.0,242.3,41.7,90.3,0.46,15.1,41.3,0.37,26.5,49.0,0.54,18.6,23.8,0.78,10.5,36.4,46.9,24.7,6.1,4.8,12.7,19.5,117.0,41.9,91.6,0.46,12.3,34.9,0.35,29.7,56.7,0.52,16.0,21.0,0.76,10.4,35.0,45.4,23.9,7.0,4.1,11.9,21.3,112.1,26.1,43.0,32.0,49.0,26.0,4.95,-0.07,4.87,116.7,111.7,5.0,99.3,0.26,0.46,0.58,0.55,11.2,23.2,0.21,0.53,10.6,Dallas Mavericks
0,73.0,241.0,41.1,87.9,0.47,11.6,31.6,0.37,29.5,56.3,0.52,16.9,22.4,0.76,10.5,35.0,45.4,25.8,8.0,5.3,14.2,20.9,110.7,39.8,86.0,0.46,10.4,29.4,0.35,29.4,56.5,0.52,18.4,24.5,0.75,8.6,33.2,41.8,22.8,7.0,4.0,13.8,20.5,108.4,26.3,43.0,30.0,42.0,31.0,2.38,-0.13,2.25,111.3,109.0,2.3,99.0,0.26,0.36,0.57,0.53,12.7,23.9,0.19,0.52,12.5,Philadelphia 76ers
0,67.0,243.0,40.6,90.6,0.45,12.0,36.1,0.33,28.6,54.5,0.53,18.5,23.4,0.79,9.9,33.4,43.3,24.0,7.8,5.1,16.2,23.1,111.8,43.3,90.7,0.48,11.9,32.7,0.36,31.4,58.0,0.54,21.2,27.4,0.77,11.2,35.9,47.0,25.0,9.0,6.4,15.0,21.0,119.7,24.1,20.0,47.0,18.0,49.0,-7.97,0.27,-7.71,107.2,114.8,-7.6,103.0,0.26,0.4,0.55,0.52,13.8,21.6,0.2,0.54,12.7,Atlanta Hawks
0,72.0,241.0,40.1,85.1,0.47,13.4,35.2,0.38,26.7,49.9,0.54,17.8,22.8,0.78,9.1,35.8,44.9,22.4,6.1,4.1,15.1,20.4,111.3,40.7,89.1,0.46,11.0,31.0,0.35,29.7,58.1,0.51,16.5,21.5,0.77,9.6,33.1,42.7,21.5,7.9,4.6,12.3,20.8,108.8,27.3,44.0,28.0,42.0,30.0,2.47,0.05,2.52,112.3,109.9,2.4,98.6,0.27,0.41,0.58,0.55,13.7,21.6,0.21,0.52,11.1,Utah Jazz
